id,name,brewery_id,state,country,style,availability,abv,notes,retired
53187,Bodhi,341,OH,US,American Imperial IPA, Rotating,8.5,"An awakening of the senses by virtue of American hops. Pale golden in color, this double IPA showcases a unique blend of hops, highlighting the true nature of Citra.",f
177514,Picker's Pale Ale,40650,MD,US,American Pale Ale (APA), Rotating,5,No notes at this time.,f
368338,Attraction No. 13: Lifeguard off Duty,36798,NJ,US,Belgian Saison, Limited (brewed once),7,No notes at this time.,f
282193,Galaxy Quest,16077,OR,US,American IPA, Rotating,8,No notes at this time.,f
114666,Strawberry Wheat,299,MA,US,American Pale Wheat Ale, Limited (brewed once),6.2,No notes at this time.,t
272703,10th Anniversary Barleywine Aged In Pinot Noir Barrels,16077,OR,US,British Barleywine, Limited (brewed once),12.5,No notes at this time.,t
66737,Alt-itude,22610,CA,US,German Altbier, Rotating,5.1,No notes at this time.,f
99549,Hop Scotch,27847,NC,US,Scotch Ale / Wee Heavy, Rotating,8.5,No notes at this time.,f
49924,Bones Brown Ale,487,FL,US,American Brown Ale, Rotating,5.5,No notes at this time.,t
12864,The Swan On The Portside,6908,GB2,GB,English Bitter, Year-round,4.2,No notes at this time.,t
168622,Scratch Beer 182 - 2015 (Scottish-Style Ale),694,PA,US,Scottish Ale, Limited (brewed once),6.8,"This hearty brew takes its inspiration from strong, malty ales brewed across the pond in Scotland. In the early 19th century, Scotch whiskey drinkers were well aware of the high quality of malt produced in Scotland, and the burgeoning whiskey market presented an abundance of barley. In turn, brewers decided to craft ales with very high malt bills, thus yielding the strong, malty, and sweet flavors that have become hallmarks of the Scottish Ale style. By the mid-19th century, Edinburgh was acknowledged as one of the foremost brewing cities in the world, a fact that any proud Scotsman would be honored to flaunt. The flavor of this rich, full-bodied ale stems from the malt profile, which exhibits complex notes of roasted and caramelized barley, dried dark fruit, chocolate, toasted nuts, and a faint hint of smoke.",t
133214,Cream Dream,34029,CA,US,American Cream Ale, Limited (brewed once),5,No notes at this time.,t
180916,ESB With Wild Goose Coffee,16843,CA,US,English Extra Special / Strong Bitter (ESB), Limited (brewed once),2.7,No notes at this time.,t
283317,Grissettastone,46299,OK,US,Belgian Saison, Rotating,4,No notes at this time.,f
108681,Golden Ale,11611,,AU,American Blonde Ale, Year-round,4.4,No notes at this time.,f
209219,Revolution,39980,,PH,Belgian IPA, Year-round,7.5,No notes at this time.,f
367708,Prickly Pear Cactus Pineapple Fruitsicle,22564,MI,US,American Wild Ale, Rotating,4.5,No notes at this time.,f
22115,"Arboga 10,2",13882,,SE,European Strong Lager, Year-round,10.2,No notes at this time.,f
59919,Meadow Road Wheat Beer,19916,ME,US,German Hefeweizen, Year-round,2.6,"Meadow Road Wheat is true to the Hefeweizen tradition of being unfiltered. It uses only malted wheat, lager malt, a top-fermenting Bavarian yeast, and is lightly topped with Tettnang. It has a beautiful medium-golden yeasty haze with a bright palate. The nose has notes of clove and honeysuckle coming through a background of banana.",f
220851,Mother Baere,35766,CO,US,Belgian Saison, Limited (brewed once),2.5,No notes at this time.,t
216063,Maguire Irish Red Ale,461,NE,US,Irish Red Ale, Rotating,6,"Nebraska Chinook hops and caramel malt have center stage in this aggressively hopped IRA. The English ale malt lends biscuit and caramel flavors while the Chinook bristles with piney, earthy, and citrusy notes.",f
323860,Tequila Barrel Idiot Farm,30629,WI,US,American Imperial IPA, Limited (brewed once),2.6,No notes at this time.,f
102175,Alt-Bamberg Weißbier,33014,,DE,German Hefeweizen, Year-round,5.2,No notes at this time.,f
143965,Chasin' Freshies 2014 - Mosaic,63,OR,US,American IPA, Limited (brewed once),7.4,No notes at this time.,t
363704,Bobber Lager (Dry Hopped),34285,MO,US,American Lager, Limited (brewed once),4.9,No notes at this time.,f
12437,Raspberry Wheat,876,NJ,US,Fruit and Field Beer, Year-round,3.6,No notes at this time.,t
157172,Stoopid Naked Flanders,29278,PA,US,Flanders Red Ale, Rotating,5,No notes at this time.,f
110693,Four Play Batch #4,394,PA,US,American IPA, Limited (brewed once),6,No notes at this time.,t
276944,Joe's Magical Pils,43007,TX,US,German Pilsner, Rotating,5.1,No notes at this time.,f
259729,Imperial Eclipse Stout - Apple-Brandy,14936,CA,US,American Imperial Stout, Rotating,11,No notes at this time.,f
